occurrenceID,materialEntityID,basisOfRecord,datasetName,institutionCode,catalogNumber,materialEntityCategory,materialEntityType,taxonID,scientificName,scientificNameAuthorship,originalNameUsage,higherClassification,locationID,locality,island,islandGroup,country,countryCode,decimalLatitude,decimalLongitude,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,associatedReferences,materialEntityRemarks,occurrenceRemarks,taxonRemarks,locationRemarks,dynamicProperties
MAS-SP-0265,MAS-SP-0265,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4667,fossil,,MAS-TAX-0027,Testudo triserrata,"Gunther, 1873","Testudo triserrata Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Testudo triserrata. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0028 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0266,MAS-SP-0266,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4659,fossil,,MAS-TAX-0025,Cylindraspis inepta,"(Gunther, 1873)","Cylindraspis inepta (Gunther, 1873)",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0267,MAS-SP-0267,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4684,fossil,,MAS-TAX-0025,Cylindraspis inepta,"(Gunther, 1873)","Cylindraspis inepta (Gunther, 1873)",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0268,MAS-SP-0268,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4654,fossil,,MAS-TAX-0029,Testudo vosmaeri,"Fitzinger, 1826","Testudo vosmaeri Fitzinger, 1826",,MAS-LOC-0002,Cavern,Rodrigues,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo vosmaeri Fitzinger, 1826. Quaternary, Pleistocene. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0269,MAS-SP-0269,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4632,fossil,,MAS-TAX-0030,Testudo sumeirei,"Sauzier, 1892","Testudo sumeirei Sauzier, 1892",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo sumeirei Sauzier, 1892. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0270,MAS-SP-0270,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4643,fossil,,MAS-TAX-0031,Testudo inepta,"Gunther, 1873","Testudo inepta Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo inepta Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0271,MAS-SP-0271,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4676,fossil,,MAS-TAX-0032,Testudo sauzieri,"Gadow, 1895","Testudo sauzieri Gadow, 1895",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: HOLOTYPE. Age retained as reported by NHM.,"Testudo sauzieri Gadow, 1895. HOLOTYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0272,MAS-SP-0272,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4644,fossil,,MAS-TAX-0031,Testudo inepta,"Gunther, 1873","Testudo inepta Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo inepta Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0273,MAS-SP-0273,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4634,fossil,,MAS-TAX-0030,Testudo sumeirei,"Sauzier, 1892","Testudo sumeirei Sauzier, 1892",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo sumeirei Sauzier, 1892. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0274,MAS-SP-0274,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4638,fossil,,MAS-TAX-0027,Testudo triserrata,"Gunther, 1873","Testudo triserrata Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0028 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0275,MAS-SP-0275,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4639,fossil,,MAS-TAX-0027,Testudo triserrata,"Gunther, 1873","Testudo triserrata Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0028 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0276,MAS-SP-0276,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4641,fossil,,MAS-TAX-0027,Testudo triserrata,"Gunther, 1873","Testudo triserrata Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0028 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0277,MAS-SP-0277,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4640,fossil,,MAS-TAX-0027,Testudo triserrata,"Gunther, 1873","Testudo triserrata Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0028 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0278,MAS-SP-0278,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4642,fossil,,MAS-TAX-0027,Testudo triserrata,"Gunther, 1873","Testudo triserrata Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0028 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0279,MAS-SP-0279,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4628,fossil,,MAS-TAX-0030,Testudo sumeirei,"Sauzier, 1892","Testudo sumeirei Sauzier, 1892",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo sumeirei Sauzier, 1892. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0280,MAS-SP-0280,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4629,fossil,,MAS-TAX-0030,Testudo sumeirei,"Sauzier, 1892","Testudo sumeirei Sauzier, 1892",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Testudo sumeirei Sauzier, 1892. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0281,MAS-SP-0281,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4627,fossil,,MAS-TAX-0025,Cylindraspis inepta,"(Gunther, 1873)","Cylindraspis inepta (Gunther, 1873)",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0282,MAS-SP-0282,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4624,fossil,,MAS-TAX-0027,Testudo triserrata,"Gunther, 1873","Testudo triserrata Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Testudo triserrata Gunther, 1873. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0028 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
